"영화명,id,nickname,text,score,like,dislike,time,watch_movie"
"오!문희,39,Sophia lee(yi01****),엄마랑 함께 보기 좋았습니다,10,25,14,2020-09-06 21:13:00,관람객"
"오!문희,40,기쁜하루(tt95****),""울다가 웃다가 정말 재밌게 봤습니다. 나문희,이희준은물론, 배우들의 연기가 모두 좋았습니다. 아! 개까지"",10,25,14,2020-09-05 17:38:00,관람객"
"오!문희,41,rlawldnjs(wldn****),재밋게잘봤습니다ㅎㅎ,10,26,15,2020-09-04 22:16:00,관람객"
"오!문희,42,hanayoo(yooh****),어머니만 나와도 울컥하는데 이영화는 정말 부담없이 재밌게 봤네요 따닷한 분위기에 영화입니다,10,26,15,2020-09-03 12:13:00,관람객"
"오!문희,43,sjp1****,시간가는 줄 모르고 보았네요명배우님들 역쉬 박수를 보냅니다,10,29,18,2020-09-03 20:07:00,관람객"
"오!문희,44,won4****,믿고 보는 나문희 쌤! 역시가 역시다!,10,13,3,2020-09-07 11:01:00,관람객"
"오!문희,45,헤드뱅잉(mujj****),볼만했어요 나문희씨 연기력이 좋았음,8,15,5,2020-09-06 17:16:00,관람객"
"오!문희,46,제길슨(dksh****),재밌다.. 극장에 사람이 없어서 쾌적했다 ㅎ 영화 보기 좋네,9,31,21,2020-09-02 13:11:00,관람객"
"오!문희,47,김효정(gywj****),댓글 알바 아니구요 ㅎㅎ 저는 즐겁게 봤어요 치매를 소재로 해서 조금 마음아픈 부분도 있었지만연기도 잘하시고 웃으며 봤습니다.,9,11,2,2020-09-16 09:06:00,관람객"
"오!문희,48,drd1****,지금 보기 딱 좋은영화 ㅎㅎ,10,12,3,2020-09-09 01:09:00,관람객"
"오!문희,49,노리플라이(sayo****),""배경음악은 거슬렸지만,  믿고보는배우이희준ㅡ나문희ㅡ최원영연기조합이  좋았어요"",8,13,4,2020-09-15 03:20:00,관람객"
"오!문희,50,자생고(wm1n****),그동안 잘 몰랐는데 이희준님 연기 넘 잘하네여 딱 오보살 육봉이인듯ㅋㅋ,10,13,4,2020-09-11 15:35:00,관람객"
"오!문희,51,김운고(w2em****),재미 감동 유머 액션 다 잡은,10,13,4,2020-09-09 13:47:00,관람객"
"오!문희,52,QQQ(cety****),코미디 영화지만 감동이 더 크게 다가 오는 영화,10,13,4,2020-09-08 01:29:00,관람객"
"오!문희,53,장편사랑(besr****),나문희배우님의 연기가 매우 리얼하네요,9,23,14,2020-09-02 20:59:00,관람객"
"오!문희,54,쩡e(dark****),두번봐도 잼잇네요^^,10,9,1,2020-09-14 13:01:00,관람객"
"오!문희,55,포시즌Rain(mgn5****),재미있게 봤어요.. 조금 슬프기도 했구요.,8,12,4,2020-09-06 13:33:00,관람객"
"오!문희,56,lana****,킬링타임으로 본 영화인데 재밌었어요~^^,6,13,5,2020-09-14 23:21:00,관람객"
"오!문희,57,우승희(dntm****),솔직히 연기도 별로고 스토리도 별로고 억지로 짜맞추고 끌고가려니 어디에 힘을 줘야하는지도 모르는것 같고  아무리 뻔해도 그렇게 연출을 못하나.. 개가 사라졌다 나타났다 하는데홍길동 저리가라임..  나문희님 연기나 다...,1,23,15,2020-09-08 20:35:00,0"
"오!문희,58,akzaka(euny****),올해본영화중 최악이네요,1,27,19,2020-09-06 17:43:00,0"
"오!문희,59,06cp****,""네이버가 더 심하네요..중간에 눈스크하고 잤는데..이리 평점높다니..앞으로 영화관서 영화보는걸, 신중하게 결정해야겠다고 알려준 영화를.."",1,29,21,2020-09-06 18:19:00,0"
"오!문희,60,whwn****,가볍게 보기좋고 생각보다 스토리가 엄청 재밌진않아요,8,9,2,2020-09-13 23:15:00,관람객"
"오!문희,61,alsw****,생각없이 보러 갔는데 되게 재미있었어요,10,9,2,2020-09-09 11:49:00,관람객"
"오!문희,62,호로록호로록(rbyo****),진짜 나문희 배우님 연기는... 엄지척,10,9,2,2020-09-09 11:34:00,관람객"
"오!문희,63,그모기(gogo****),궁뎅이가커유! 믿고보는나문희님! 잘보고왔습니당 ㅎㅎ,10,10,3,2020-09-14 19:51:00,관람객"
"오!문희,64,우유창고(wond****),보는내내 웃었다가 울었다가.. 배우분들 연기가 너무 좋았어요,10,10,3,2020-09-09 15:28:00,관람객"
"오!문희,65,귀여니(jhs7****),댓글알바아니구 정말 뭉클했어요.. 가슴아프면서도 유쾌한 그런영화인거같아요!,10,10,3,2020-09-06 12:52:00,관람객"
"오!문희,66,qkrdlstns(juio****),""나문희 배우님, 연기는 잘 하시는데 [아이 캔 스피크] 이후로는 진짜 똥작품만 고르는 중. 사실 이것도 그렇고 전작도 그렇고 전전작도 그렇고, 시나리오만 봐도 똥일 게 분명한데 ㅋㅋㅋ 한국 관객도 억지로 신파 만들고..."",1,11,4,2020-09-18 02:58:00,0"
"오!문희,67,noname(55ga****),보는내내 꼬가찡해서 혼났습니다가볍게 볼생각으로갔다가 혼났네요 ㅎㅎ볼만합니다~,8,11,4,2020-09-08 17:40:00,관람객"
"오!문희,68,케이(erte****),영화가 주는 감동이 어마어마했습니다 솔직히 기대 안하고 봤는데 너무 재밌었고 인상 깊었어요,10,11,4,2020-09-08 01:56:00,관람객"
"오!문희,69,Jssklwk(qown****),코로나때문에 볼 영화가 없어서 이거 봤는데 너무 재밌었네요!,10,12,5,2020-09-06 17:54:00,관람객"
"오!문희,70,als(alo0****),재미잇어Gㅎㅎ되게웃기고ㅎㅎ,8,13,6,2020-09-06 20:59:00,관람객"
"오!문희,71,jeon****,문희할머니 올만에 볼만한 영화감사요,10,15,8,2020-09-06 22:42:00,관람객"
"오!문희,72,SM(ipst****),간만에 뭉쿨하게 잘봤어용ㅋㅋ 믿고 보는 나문희쌤,10,7,1,2020-09-09 12:22:00,관람객"
"오!문희,73,영춘(1331****),나문희 배우하고 이희준 배우 연기가 너무 찰떡이었음!! 거기다 우리 부모님 떠올리게 하는 감동적인 이야기까지..ㅠㅠ 웃음하고 감동 다 느낄 수 있어서 매우 좋은 영화였어요!!,10,12,6,2020-09-07 09:30:00,관람객"
"오!문희,74,세르히오라모스(you2****),존나지루함 진짜...,1,16,10,2020-09-08 22:58:00,0"
"오!문희,75,yje0****,""코로나로 난리인 이때 영화보러 나온 사람들을 벌 하는 영화가 바로 오!문희입니다. 저는 이 영화로 오늘 하루 쎄게 벌 받았습니다. 앉은 자리에서 두시간을 말도 안되는 스토리와 억지 개그갬성, 애니보다 못한 CG까지...."",1,19,13,2020-09-06 00:06:00,0"
"오!문희,76,갱EH(vvll****),와... 댓글알바라는게 진짜 있네요? 전 사실 이 영화가 개봉했는지도 몰랐는데 저희 엄마가 보고 싶다고 하셔서 알게됐고 같이 보러갔어요엄마 혹시나 섭섭해할까봐 재미없어도 티 안내고 보고 있었는데 엄마가 갑자기 먼저 ...,1,20,14,2020-09-07 02:40:00,0"
"오!문희,77,Joe(chee****),진짜 재미없다..  내용 너무나 어이없다 재미도없다 스토리 연기 오에스티 하나도없다,1,27,21,2020-09-06 22:55:00,0"
"오!문희,78,dream(drea****),이게뭔가요 ㅠㅠ 핵노잼 ㆍㆍㅠ,2,27,21,2020-09-06 17:33:00,0"
"오!문희,79,BO감(qwe2****),베댓 클릭해보셈 평점이 다 10점대임 ㄷㄷ 심지어 캣츠에도 10점 준 미친ㄴ도 있다,1,27,21,2020-09-04 15:55:00,0"
"오!문희,80,potr****,나문희 배우님 연기력 좋아요 ㅎㅎ,10,5,0,2020-10-02 09:52:00,관람객"
"오!문희,81,들꽃길(myil****),역시 나문희!!  영화는 뭐 그냥저냥 볼만했어요~,8,5,0,2020-09-30 11:22:00,관람객"
"오!문희,82,코코넛워터(c0ns****),재밌었고 느끼는게 많은 영화였어요.. 치매의 무서움을 다시 한번 느꼇고 가족의 사랑은 정말 언제 봐도 기분 좋네요~,10,5,0,2020-09-09 13:43:00,관람객"
"오!문희,83,김나은(orch****),킬링타임용으로 굿 재밌게 봤어용,8,5,0,2020-09-09 12:48:00,관람객"
"오!문희,84,wjdx****,나문희 선생님 최고.. 치매 연기 진짜 너무 잘하시고 연기 넘 잘하심,10,5,0,2020-09-09 09:53:00,관람객"
"오!문희,85,유라몬(jbwt****),가족 코미디 넘 훈훈하고 좋았다,9,6,1,2020-09-09 14:43:00,관람객"
"오!문희,86,미쯔(tzia****),행자씨 눈빛 연기 너무 좋았더여ㅋㅋㅋㅋ,10,6,1,2020-09-09 14:43:00,관람객"
"오!문희,87,코아(zk2y****),출중한 배우들의 연기에 시간 가는 줄 모르고 관람!,10,6,1,2020-09-09 13:46:00,관람객"
"오!문희,88,고고싱(onl0****),부모님 생각나는 영화였어여ㅠㅠ 엄마랑 보면 더 좋을듯!,10,6,1,2020-09-09 11:35:00,관람객"
"오!문희,89,리코(gosd****),역시 나문희배우님연기는최고예요보는내내 할머니생각나서 울다웃다했네요^^,10,6,1,2020-09-09 00:32:00,관람객"
"오!문희,90,쭙쭙(utyk****),정말 재밌게 봤어요. 엄마 보고싶음...,10,6,1,2020-09-08 20:54:00,관람객"
"오!문희,91,후니후니(yrxz****),요즘 일상에서 웃기 힘들었는데 웃게해준 영화입니다 좋은 시간이였어요,10,6,1,2020-09-08 20:54:00,관람객"
"오!문희,92,재영(scho****),웃기기도 하지만 슬퍼서 눈물이...ㅠㅠㅠ,10,6,1,2020-09-08 19:37:00,관람객"
"오!문희,93,권덕봉(xybk****),엉덩이가 그엉덩이 일줄은ㅋㅋ 재밌고 감동적!,10,7,2,2020-09-08 17:28:00,관람객"
"오!문희,94,펜실베니아(jshd****),몇몇 장면에서 울컥ㅠㅠㅠ 엄마의 자식 사랑은 진짜 위대한듯 ㅠㅠ,10,7,2,2020-09-08 01:53:00,관람객"
"오!문희,95,zenzen(tv2s****),다들 연기잘하고 내용도 재밌고 감동이였어요,10,8,3,2020-09-08 01:54:00,관람객"
"오!문희,96,dongdong(asha****),그냥 모든게 최악이어서 뭐라고 할 말이 없네요. 이 영화를 계기로 한국 영화는 한 동안 안 볼것 같음 ㅋㅋㅋ,1,9,4,2020-09-19 20:52:00,0"
"오!문희,97,coco****,돈아깝다 진짜 노잼 할머니 앞세워서 만든 영화,2,15,10,2020-09-07 17:19:00,0"
"오!문희,98,우리오리우리오리(adon****),별점 0은 줄수없는거냐?,1,4,0,2020-10-11 22:07:00,0"
"오!문희,99,하이지(sarr****),몸 쓰는 씬이 많던데 선생님 그 연세에 열정이 정말 대단하셔요. 앞으로도 건강하게 오래 활동해주셨으면.,7,4,0,2020-09-07 18:21:00,0"
"오!문희,100,hopp****,,9,5,1,2020-09-20 17:23:00,관람객"
"오!문희,101,유세솔(mj5i****),진정한 가족의 모습을 볼 수 있었던 영화ㅎㅎ,10,5,1,2020-09-08 19:41:00,관람객"
"오!문희,102,부화시키자(ctgb****),오랜만에 웃으면서 영화 봤네요 좋았어요,10,5,1,2020-09-08 18:42:00,관람객"
"오!문희,103,김 원희(yert****),잔잔한 재미와 웃음 그리고 감동을 한번에 느끼다,10,5,1,2020-09-08 18:13:00,관람객"
"오!문희,104,쿠키(hyej****),뭐 비슷하게 여자가 주인공인 최근 코미디 영화 정직한 후보와 비교하자면 이게 더 재미없다. 나문희를 너무 안쓰럽게 하는 장면들이 있어 보기 불편했다. 남자애는 계속 떽떽거려서 짜증남. 웃음 후한편인데도 영화보다가 2...,6,5,1,2020-09-08 14:57:00,0"
"오!문희,105,구도영(kdie****),힘든 시기지만 개봉해서 영화를 좋아하는 사람들에게 웃음과 감동을 줘서 감사합니당ㅎㅎ,10,5,1,2020-09-08 12:45:00,관람객"
"오!문희,106,남궁버(fcmn****),""역시 나문희,이희준 배우님 ?오!!!"",10,5,1,2020-09-08 12:42:00,관람객"
"오!문희,107,샤랄랄라라(lrv3****),배우들 케미가 진짜 좋았듬ㅋㅋㅋ 이희준 뭔가 다르게 보이네ㅋㅋ,10,5,1,2020-09-08 01:04:00,관람객"
"오!문희,108,애벌레(tlou****),""부모님, 자식 생각에 코끝이 찡 눈물도 났다가 웃기도 하다 재미있게 봤어용~~"",10,5,1,2020-09-08 01:03:00,관람객"
"오!문희,109,SM화물01033377706(sosk****),""주인공,조연 모두 연기력이 뛰어나 영화몰입도가 높다 생각이 듭니다"",10,6,2,2020-09-17 16:40:00,관람객"
"오!문희,110,뚜니(baek****),어무니오무니오문희 입에서 떨어지지가 않았어요 괜히 나외서 그래퓽 해퓽 시끄러버유 유유 하면서 사투리도 쓰고 오랜만에 이런 재미요소 가득한 영화 봐서 그런지 소소하게 행복을 또 채웠습니당,10,6,2,2020-09-15 14:29:00,관람객"
"오!문희,111,Vivi(arti****),웃긴데 감동도 있고 오랜만에 힐링 제대로 함,10,6,2,2020-09-15 11:16:00,관람객"
"오!문희,112,여나(dusg****),재밌어요 오랜만에 따뜻한 영화였어요!,10,6,2,2020-09-12 21:25:00,관람객"
"오!문희,113,장철민(mct1****),오랜만에 이런 따뜻한 영화 보니까 마음 정화 되는 느낌이랄까ㅎㅎ 감동이였습니다,10,6,2,2020-09-09 15:30:00,관람객"
"오!문희,114,김성필(luna****),간만에 잼있었던 한국영화. 울엄마 생각나서 눈물도 났지만 신파는 아니구 심장쫄깃하게 끝까지 지루하지 않게 봤음.,10,7,3,2020-09-29 15:01:00,관람객"
"오!문희,115,이현식(self****),영화 몇백편 보면서 이 영화가 평점 높길래 처음 평점남김. 진짜 개재미없어요 평점에 속아서 봤는데 연기 연출 다떠나서 스토리 전개가 너무하네 진짜,1,7,3,2020-09-11 00:42:00,0"
"오!문희,116,황용연(yong****),간만에 많이 웃었어요. 잘봤습니다^^,8,7,3,2020-09-06 13:22:00,관람객"
"오!문희,117,피부미(m018****),킬링타임으로 봤지만 너무해요..죽은 제 시간을 돌려주세요..,1,7,3,2020-09-06 00:06:00,0"
"오!문희,118,byk(bykb****),이게 영화냐? 다큐멘터리도 이것보다는 재밌겠다 정말 시간 가는줄 알고 봤다 돈 아까워서 끝까지 보긴 봤는데 시간 진짜 안가더라,1,7,3,2020-09-05 12:13:00,0"
"오!문희,119,도로의무법자(jmin****),오문희 오무니 어무니,8,9,5,2020-09-05 22:52:00,관람객"
"오!문희,120,스마트대현(smar****),별 거지같은 영화 ㅉㅉ ...,1,10,6,2020-09-18 22:54:00,0"
"오!문희,121,ayh(ayh8****),재미없어요 인생극장이 더재밌겠네요,1,10,6,2020-09-18 06:39:00,0"
"오!문희,122,여우걸(fend****),스포일러가 포함된 감상평입니다. 감상평 보기,10,10,6,2020-09-07 05:05:00,관람객"
"오!문희,123,ce52****,스포일러가 포함된 감상평입니다. 감상평 보기,10,10,6,2020-09-06 23:41:00,관람객"
"오!문희,124,ChanWooK(cksd****),""내가 뭘 본거지..? 인생 최악영화,,, 이걸 못 피했네?"",1,16,12,2020-09-03 23:00:00,0"
"오!문희,125,주팡(beck****),별 0개는 없나??여기 알바생들 많이 풀어J네... 답없는 전개이며 답없는 cg...내돈 너무 아깝다...한재숙 씨 연기는 어디 지나가는 행인 연기하라고 시켰나?? 이게 왜 2위이고 벌써2만명이 f는지 참...다들 ...,1,16,12,2020-09-03 20:10:00,0"
"오!문희,126,keith(keit****),아 진짜 알바들 양심도없냐? 정세교씨 다신 영화만들지마세요 ㅡ.ㅡ,1,21,17,2020-09-07 22:53:00,0"
"오!문희,127,hibye(namk****),멧돼지 씨쥐에서 좀 흔들렸지만 제법 좋은 스토리였습니다ㅎㅎ,10,3,0,2020-10-05 20:07:00,0"
"오!문희,128,오늘만(ingi****),뻔하다못해 지루하다 .. 한국영화는 왜 이모양이냐 진짜,1,3,0,2020-10-01 14:14:00,0"
"오!문희,129,코모네(imso****),영화 내내 소리만 지르고 ㅋㅋㅋ 멧돼지 어휴 ㅋㅋ,1,3,0,2020-10-01 13:47:00,0"
"오!문희,130,번데기(last****),진짜 제발 한국영화계를 위해서 이런 영화는 만들지 맙시다.. 그리고 알바들아 제발 평점 좀 그만 올려라,2,3,0,2020-10-01 13:45:00,0"
"오!문희,131,김영랑(kyra****),""나샘의 연기를 알기에 전혀 정보가 없었지만 믿고 봤다. 아들로 나오는 배우도 연기 알아주기에. 코믹이지만 울기도 했다. 치매를 나름 사실적으로 표현, 치매 노인을 모시는 가족의 고통과 긍정적인 모습.후자는  현실에선..."",10,3,0,2020-09-16 09:11:00,관람객"
"오!문희,132,남예슬(yese****),가볍게 재밌게 볼 수 있어요~~^^오문희데이 특별할인으로 저렴하게 봤어요.누구에게나 추천할만한 영화입니다.마음 따뜻해져요~~~,10,3,0,2020-09-15 22:35:00,관람객"
"오!문희,133,halc****,일상적인 느낌에 감동도 있고 재미도 있네요 잘봤습니다,8,3,0,2020-09-11 23:12:00,관람객"
"오!문희,134,손수건(play****),잼있게 봤습니다~^^,8,4,1,2020-09-20 16:30:00,관람객"
"오!문희,135,이횰(vmdm****),오! 문희의 활약이 돋보인! 가슴 뭉클하고 따뜻한 가족무비!,10,4,1,2020-09-08 14:25:00,관람객"
"오!문희,136,거봉뜨(fins****),첨에 예매할때 평점 9.4라 겁나 기대했는데낚임,6,4,1,2020-09-06 10:52:00,0"
"오!문희,137,kitt****,스포일러가 포함된 감상평입니다. 감상평 보기,8,5,2,2020-09-20 11:35:00,관람객"
"오!문희,138,BYOND(vkdl****),알바놈들 관람객평점이라고 스스로 알바라고 광고하는거 너무 웃기지 않냐? 알바들 싹다 혀깨물고 뒤졌으면,1,5,2,2020-09-11 00:38:00,0"
"오!문희,139,HOMEOSTASIS(xogu****),짱구 극장판이 백배 천배 더 재밌고 감동적이다~!!,5,5,2,2020-09-08 23:18:00,0"
"오!문희,140,lsm7****,영화는아직안f지만 평점이 아놔 9점이상ㅋㅋㅋㅋ 또 알바천국이네 적당히좀 허자 인간들아,1,5,2,2020-09-08 18:36:00,0"
"오!문희,141,강동우(kdw1****),재밌어욥 배우들이연기를 잘해여,10,5,2,2020-09-07 11:25:00,관람객"
"오!문희,142,대천사 가브리엘(eocj****),정말 재미 없습니다 이영화 보면 정말 후회 합니다 시간 낭비 돈 낭비 합니다 이영화 비추천 합니다 이영화 보면 정말 시간 돈낭비 합니다 나중에 후회 합니다  영화 비추천 합니다 이영화 보지 마세요,1,6,3,2020-09-19 19:49:00,0"
"오!문희,143,권이(engk****),영화 시작 후 몇분도 채 안돼서 범인이 누군지 눈치챌 수 있는 뻔하디 뻔하고 너무 억지스러운 스토리 전개초등학교 저학년이보면 딱 재밌어 할 것 같은 영화였습니다,1,6,3,2020-09-10 19:39:00,0"
"오!문희,144,똥구르마(kwan****),""쓰레기 각본, 연출, cg. .  토속적 신파.. 배우 아깝다"",2,6,3,2020-09-06 22:37:00,0"
"오!문희,145,최건(cdy2****),엄니랑 따내미 같이 봤는데 정말 추천할만한 영화입니다!코로나땜시 힘든시기에 개봉해서 관객수 올리지못한게 아쉬울정도로~,9,6,3,2020-09-05 16:10:00,관람객"
"오!문희,146,butter0918(tpwh****),스트레스 날릴 수 있는 영화였습니다. 재미있었어요.. 배우들 연기도 좋고요... 심통만두와 앵자 분량이 더욱 많았으면 하는 아쉬움도 있었어요..,8,6,3,2020-09-04 15:34:00,관람객"
"오!문희,147,동작구주민(ysfi****),이런 저급영화그만좀 만들었으면한다. 배우들이 저급해진다,1,7,4,2020-09-18 13:04:00,0"
"오!문희,148,보랏(zldn****),아니... 알바들 실화냐???  적당히.별점 줘야 납득을하지  9점???,2,9,6,2020-09-08 19:19:00,0"
"오!문희,149,영과현(bi_n****),역시 문희할머니 영화는 뭔가 보고나면 따뜻해.. 오래오래 연기해주세요ㅠㅠ 이희준배우랑 케미 너무 좋아서 기분 좋게 웃고 나올수있음 ·??·?,10,9,6,2020-09-07 09:25:00,관람객"
"오!문희,150,유지우(dbtk****),엄마랑 오랜만에 영화f는데 좋은 스토리엿어요~,9,10,7,2020-09-04 14:16:00,관람객"
"오!문희,151,ryeo****,어디에서  웃음 포인트가  있는지  모르겠음..지루했다..,6,12,9,2020-09-09 16:32:00,관람객"
"오!문희,152,0514****,연기구멍없는 배우들의 라인업!! 특히 나문희선생님의 연기는 역시 기대를 저버리지않았다. 코믹과 스릴러를 선사함과 동시에 잔잔한 감동까지주는 영화로 가족과함께 보면 더욱더 좋은 영화인것 같다. 코로나로 힘들고 지친 시...,10,12,9,2020-09-02 14:32:00,관람객"
"오!문희,153,박동준(pdj2****),보다가 뛰쳐 나오고 싶었습니다..,1,16,13,2020-09-03 23:50:00,0"
"오!문희,154,굿럭(whdd****),스포일러가 포함된 감상평입니다. 감상평 보기,10,19,16,2020-09-02 16:34:00,관람객"
"오!문희,155,인간(tkek****),쓸데없는 장면들 투성이에 이젠 한국영화 공식이라 할만한 억지 신파까지 배우만 믿고 발로 쓰다만것처럼 대충 만들어서 돈벌어먹으려는 뻔뻔한 흥행 요소들이 장면들마다 매우 골고루 들어가있음ㅋㅋ,2,25,22,2020-09-03 00:48:00,0"
"오!문희,156,칼토스(kalt****),쓰레기는 쓰레기통에,1,27,24,2020-09-03 23:39:00,0"
"오!문희,157,ehdc****,아니 중간에 폐차장 멧돼지 쫌 아니였고 자수한여자 연기 더아니였음 빼고 재미있었음,8,2,0,2020-10-10 03:00:00,0"
"오!문희,158,OhMyJosh(youb****),알바들 댓글 개짜증  아휴,1,2,0,2020-10-09 01:24:00,0"
"오!문희,159,박카스D(yeob****),내가 40년 인생에 이런거 처음 써봄이런 영화를 만든다고하면 나도 영화를 만들수 있겠구나 하는 자신감마저 들게 하는 인생 최악의 영화인듯후반부에는 최고조로 극을 달함대단혀 이런 짜임새없는 영화는 처음,2,2,0,2020-10-09 00:21:00,0"
"오!문희,160,유성재(serg****),오문희를 보고나서 평점알바를 믿게되었습니다,4,2,0,2020-10-04 18:39:00,0"
"오!문희,161,pak7****,인생 최악의 영화입니다 보는 내내 지루했어요 연출 스토리 대사 음악 영상미 전부 최악입니다지역사투리도 중구난방이라 정확히 어디지역배경인지 알 수도 없고 대사는 의미 없는 말들만 가득.. 뜬금없는 감동포인트와 억지웃음...,1,2,0,2020-10-04 04:07:00,0"
"오!문희,162,박정식(pjsp****),스포일러가 포함된 감상평입니다. 감상평 보기,10,2,0,2020-10-03 13:32:00,관람객"
"오!문희,163,Yoon(jamo****),최고의 배우들을 꾸역꾸역 끌고 산으로 가는 스토리와 억지 연출...,2,2,0,2020-10-02 14:30:00,0"
"오!문희,164,vip(vip6****),억지감동 유발 너무 뻔한 스토리 5분 만보면 끝 그이상볼필요없다돈주고볼면 길돈버리는거임여러분돈소중함니나,1,2,0,2020-10-01 03:27:00,0"
"오!문희,165,kiss****,아... 진짜 연출...왜 나문희 배우 데리고 이거밖에 못하냐 화가나네. 진짜 어이없어서 웃음...,1,2,0,2020-10-01 00:41:00,0"
"오!문희,166,헤이쥬드(yaes****),뻔하고 유치하네요... 멧돼지cg가 대체거기서왜나와?,4,2,0,2020-09-30 09:42:00,0"
"오!문희,167,직02(rudw****),,10,2,0,2020-09-16 16:48:00,관람객"
"오!문희,168,블루베리(qqqq****),정말 재미있었어요~ 웃기기도하고 슬프기도 하고 오랜만에 재밌는 한국영화 봤네요~~,10,2,0,2020-09-13 16:57:00,관람객"
"오!문희,169,금오산촌장54921526(bty4****),요즘같은 시대에 가족이란절실함을 아름답게보았습니다코믹하면서도 감동입니다,10,2,0,2020-09-13 12:07:00,관람객"
"오!문희,170,민주(mjib****),부담없이 보기 좋은 영화입니다~,6,2,0,2020-09-12 17:28:00,관람객"
"오!문희,171,아름다운여인(engi****),솔직히.... 억지 감동 억지 재미 끌어 내려는게 정말 내스타일 아니었음ㅎㅎ 평점은 믿을게 못돼.. 최원영 배우가 나이 치고 섹시하였던것 밖에 기억이안남,6,2,0,2020-09-10 14:31:00,0"
"오!문희,172,아라미쑤(ilsk****),재미는 있는데 영화보다는 드라마 스케일?,10,2,0,2020-09-09 23:50:00,관람객"
"오!문희,173,outb****,생각없이 보러 갔다가 울다 웃다 나오게 됨!배우님들 연기도 대박!!,10,2,0,2020-09-09 19:04:00,관람객"
"오!문희,174,어피치프렌즈(qutb****),믿고 보는 나문희표 영화,10,2,0,2020-09-09 17:19:00,관람객"
"오!문희,175,강아지(ibon****),감동도있고재미있게잘본듯!!,10,2,0,2020-09-09 16:17:00,관람객"
"오!문희,176,진수미(sgbu****),정말 힐링타임 제대로 보내고 왔당ㅎ0ㅎ,10,2,0,2020-09-09 16:16:00,관람객"
"오!문희,177,고디바(rwyb****),궁딩이가 커유~~ 충청도 사투리 중독될거 같아ㅋㅋㅋㅋ,10,2,0,2020-09-09 15:52:00,관람객"
"오!문희,178,호호(jung****),치매에도 자식 사랑하는 부모님의 마음,10,3,1,2020-10-03 22:37:00,관람객"
"오!문희,179,김민재(ciba****),그냥 재미짐니다아에이오우에이우오,6,3,1,2020-09-29 12:36:00,관람객"
"오!문희,180,경동짱(rude****),재밌음보살님이랑 앵자ㅋㅋㅋ,10,3,1,2020-09-16 22:10:00,관람객"
"오!문희,181,김기범(stkx****),중간중간 웃음도 나고 가족들과 보면 정말 좋을 영화ㅎ0ㅎ,10,3,1,2020-09-08 14:26:00,관람객"
"오!문희,182,김우리(kmy5****),연기 좋고 재밋긴한데 신파 좀 그만... 적당히 좀 넣지;,6,3,1,2020-09-06 18:25:00,0"
"오!문희,183,양송희(cats****),가볍게 보기 재밌었어요 ㅎㅎㅎ연기도좋았어여!,10,4,2,2020-09-27 10:55:00,관람객"
"오!문희,184,현지(dnfl****),너무 좋습니다!!!! 재미있고 아요,10,4,2,2020-09-20 15:40:00,관람객"
"오!문희,185,flytothesky(pret****),볼만해용 심심할때보기좋아유,10,4,2,2020-09-20 13:54:00,관람객"
"오!문희,186,김소연(soye****),눈물과 욕이 같이 나오는 ..존 잼,10,4,2,2020-09-17 12:23:00,관람객"
"오!문희,187,jangs(jsg1****),,10,4,2,2020-09-15 11:42:00,관람객"
"오!문희,188,내사랑다미아노(ost8****),이거 볼시간에 테넷 봐라...,1,4,2,2020-09-14 12:39:00,0"
"오!문희,189,평화로움(wing****),배우들의 연기가 너무 좋았습니다. 큰아이가 영화예고편을 보고나더니 너무 보고싶은 영화라고 해서 같이 봤습니다.오랫만에 아이들과 좋은시간 보냈습니다.추천해주고싶은 영화입니다.,10,5,3,2020-09-06 04:53:00,관람객"
"오!문희,190,조영인(jazz****),,10,5,3,2020-09-05 17:40:00,관람객"
"오!문희,191,지렁(geun****),""테넷볼까 오!문희 볼까 고민 중에 누나가 보쟤서 다녀왔음.그냥 연기력 말고는 뭘 시사하고 싶은 건지, 개연성도 없고 뻔한 영화 그 이상 그 이하도 아님. 억지 유머에 억지 감동유발인 듯.. 추석특선영화로 볼법한 영화..."",6,6,4,2020-09-07 16:23:00,0"
"오!문희,192,clam****,배우들의 연기가 좋았어요,7,6,4,2020-09-06 07:29:00,관람객"
"오!문희,193,무심대전(amju****),재미와 감동을 주는 영화 입니다..  반전이 있을줄 생각도 못 했는데..  왠지 스토리를 연출이 못 따라간 느낌이라 좀 아쉽네요 ~~ ..  킬링타임용 이라고만 생각하고 봤는데 이것 또한 감동으로의 반전 입니다..,10,7,5,2020-09-03 11:58:00,관람객"
"오!문희,194,저바리(wjdq****),재밌어용 엄마랑같이봤는데 엄청웃엇어요,10,8,6,2020-09-07 10:14:00,관람객"
"오!문희,195,dlgusdk8520(yihy****),뭉클 웃음 적절히 어우러져있어요 오랜만에 보니 힐링 되는 기분,10,8,6,2020-09-07 09:42:00,관람객"
"오!문희,196,람(kyl3****),마음 따뜻해지면서 재밌는 영화 간만에 봄 ㅠㅜㅠ 좋다... 배우들 케미도 좋고 다들 연기천재라서 진짜 재밌게 봤어요!!,10,8,6,2020-09-07 09:42:00,관람객"
"오!문희,197,smsd****,역시 두배우 연기는 명품이었구요~ 부담없이 보러갔다가 마음이 찡해져서 돌아왔네요 ㅠㅠ 강추!,10,8,6,2020-09-07 09:34:00,관람객"
